의료기관명,의료기관분류,세부진단,의료기관전화번호,연락처,위도,경도,진료과목내용명,운영시간,공휴일시간,의료기관주소,월요일진료시작시간,월요일진료종료시간,월요일휴게시작시간,월요일휴게종료시간,화요일진료시작시간,화요일진료종료시간,화요일휴게시작시간,화요일휴게종료시간,수요일진료시작시간,수요일진료종료시간,수요일휴게시작시간,수요일휴게종료시간,목요일진료시작시간,목요일진료종료시간,목요일휴게시작시간,목요일휴게종료시간,금요일진료시작시간,금요일진료종료시간,금요일휴게시작시간,금요일휴게종료시간,토요일진료시작시간,토요일진료종료시간,토요일휴게시작시간,토요일휴게종료시간,일요일진료시작시간,일요일진료종료시간,일요일휴게시작시간,일요일휴게종료시간
동행의원한의원,의원,정형외과,044-868-9935,044-868-9935 대표번호,36.487784,127.2566555,"내과, 정형외과, 마취통증의학과, 재활의학과, 가정의학과",진료시간  월 ~ 금 10:00 ~ 19:00  토 10:00 ~ 15:00,휴무일 정보 없음,세종특별자치시 한누리대로 265 명동프라자 601~603호 (우)30127,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,15:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
동행정신건강의학과의원,의원,정신건강의학과,044-867-7579,044-867-7579 대표번호,36.5082074,127.2624282,정신건강의학과,진료시간  월화목금 10:00 ~ 18:00  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 절재로 194 중앙타운 7층 704호 (우)30103,10:00,18:00,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
두리이비인후과의원,의원,이비인후과,044-865-7577,044-865-7577 대표번호,36.5082074,127.2624282,"외과, 소아청소년과, 이비인후과, 피부과",진료시간  월 ~ 금 09:00 ~ 18:45  토 09:00 ~ 13:15  월 ~ 금 휴게시간 12:30 ~ 14:00,휴무일 일요일,세종특별자치시 절재로 194 중앙타운 8층 801802호 (우)30103,9:00,18:45,12:30,14:00,9:00,18:45,12:30,14:00,9:00,18:45,12:30,14:00,9:00,18:45,12:30,14:00,9:00,18:45,12:30,14:00,9:00,13:15,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
두미소신경과의원,의원,신경외과,044-867-6119,044-867-6119 대표번호,36.4845984,127.2584531,"내과, 신경과, 정신건강의학과, 신경외과, 마취통증의학과, 이비인후과, 영상의학과, 재활의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 공휴일,세종특별자치시 한누리대로 249 에스제이타워 4층 408~410호 (우)30127,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
두치과의원,치과의원,치과,044-868-2877,044-868-2877 대표번호,36.5042272,127.2497555,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과, 치과, 구강악안면외과",진료시간  월화금 09:30 ~ 18:30  수 09:30 ~ 20:30  토 09:30 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목일요일 공휴일,세종특별자치시 달빛로 59 호만빌딩 4층 402~404호 (우)30064,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,20:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,13:00,14:00,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
둥구나무한의원,한의원,한의원,044-866-7555,044-866-7555 대표번호,36.4657632,127.2815069,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 08:30 ~ 18:00  토 08:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 금남면 용포로 80 3층 (우)30083,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
드림내과의원,의원,내과,044-715-7582,044-715-7582 대표번호,36.4856879,127.2503691,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과",진료시간  월 ~ 금 08:30 ~ 19:00  토 08:30 ~ 14:00,휴무일 공휴일,세종특별자치시 새롬중앙로 55 행운빌딩 401~403호 (우)30126,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
드림여성한의원,한의원,한의원,044-865-7765,044-865-7765 대표번호,36.5115351,127.243696,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 사상체질과, 침구과",진료시간  월화목 10:00 ~ 20:30  금 10:00 ~ 18:00  토 09:30 ~ 15:30,공휴일 10:00 ~ 18:00,세종특별자치시 보듬3로 143 대영프라자 402호 (우)30100,10:00,20:30,정보 없음,정보 없음,10:00,20:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,10:00,20:30,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,9:30,15:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
드림이비인후과의원,의원,이비인후과,044-865-1275,044-865-1275 대표번호,36.4770449,127.2892331,"내과, 신경과, 외과, 정형외과, 신경외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 남세종로 458 아리랑빌딩 201202호 (우)30150,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
디어트치과의원,치과의원,치과,1522-1998,1522-1998 대표번호,36.4715517,127.2763529,치과교정과,진료시간  월화목금 10:00 ~ 19:00  수 10:00 ~ 21:00  토 10:00 ~ 15:00,휴무일 정보 없음,세종특별자치시 한누리대로 2275 알파메디컬센터 303~306호 (우)30153,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,15:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
따뜻한정신건강의학과의원,의원,정신건강의학과,044-715-7507,044-715-7507 대표번호,36.4726095,127.2779979,"내과, 신경과, 정신건강의학과",진료시간  월화목금 10:00 ~ 19:00  토 09:00 ~ 13:30  월화목금 휴게시간 13:00 ~ 14:00,휴무일 수일요일,세종특별자치시 한누리대로 2257 3층 304호 (우)30153,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,9:00,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
라비에피부과의원,의원,성형외과,044-864-5005,044-864-5005 대표번호,36.4950124,127.2485612,"성형외과, 피부과",진료시간  월화목금 09:30 ~ 19:00  토 09:00 ~ 14:00  월화목금 휴게시간 12:30 ~ 14:00,휴무일 수일요일 공휴일,세종특별자치시 다정중앙로 51 더다정빌딩 5층 501~503호 (우)30124,9:30,19:00,12:30,14:00,9:30,19:00,12:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,19:00,12:30,14:00,9:30,19:00,12:30,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
라온소아청소년과의원,의원,소아청소년과,044-866-1350,044-866-1350 대표번호,36.4869109,127.2511677,소아청소년과,진료시간  월화목금 08:30 ~ 21:00  수 08:30 ~ 19:00  토 08:30 ~ 14:00  월 ~ 금 휴게시간 12:30 ~ 14:00,휴무일 일요일,세종특별자치시 새롬중앙로 62-15 해피라움W 3층 303304호 (우)30127,8:30,21:00,12:30,14:00,8:30,21:00,12:30,14:00,8:30,19:00,12:30,14:00,8:30,21:00,12:30,14:00,8:30,21:00,12:30,14:00,8:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
로뎀소아청소년과의원,의원,소아청소년과,044-863-0033,044-863-0033 대표번호,36.4951143,127.2492738,"내과, 소아청소년과, 이비인후과, 피부과",진료시간  월화목금 09:00 ~ 18:30  토 09:00 ~ 14:00,휴무일 수일요일,세종특별자치시 다정중앙로 52 페스티발2 402~404호 (우)30123,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
로안한의원,한의원,한의원,044-866-7579,044-866-7579 대표번호,36.4990668,127.3109812,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 09:30 ~ 20:00  토 09:30 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 1844 (우)30146,9:30,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
리더본재활의학과의원,의원,정형외과,044-865-0700,044-865-0700 대표번호,36.4901712,127.2594252,"외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",진료시간  월수금 09:00 ~ 19:00 (평일도수 : 09:00 ~ 20:00)  화목 09:00 ~ 20:00 (평일도수 : 09:00 ~ 20:00 (야간진료 시행))  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 나성북로 30 퍼스트원 B동 6층 648호 (우)30128,9:00,19:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
마음편한치과의원,치과의원,치과,044-867-2804,044-867-2804 대표번호,36.4770449,127.2892331,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월목금 09:30 ~ 18:30  화 09:30 ~ 20:30  토 09:00 ~ 13:00  월화목금 휴게시간 13:00 ~ 14:00,휴무일 수일요일 설전날 설당일 설다음날 추석전날 추석당일 추석다음날 1월1일 어린이날 성탄절,세종특별자치시 남세종로 458 아리랑빌딩 303호 (우)30150,9:30,18:30,13:00,14:00,9:30,20:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
마음현정신건강의학과의원,의원,정신건강의학과,044-862-3217,044-862-3217 대표번호,36.4861693,127.2547548,정신건강의학과,진료시간  월화목 09:30 ~ 18:30  수 09:30 ~ 12:30  금 09:30 ~ 14:00  토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 한누리대로 275 (우)30127,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,12:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
마인드랩공간정신건강의학과의원,의원,정신건강의학과,044-715-5670,044-715-5670 대표번호,36.487784,127.2566555,정신건강의학과,진료시간  월화목 10:00 ~ 20:00  수금 10:00 ~ 18:30  토 10:00 ~ 14:00  월 ~ 금 휴게시간 14:00 ~ 15:00,이용시 주의 사항 일요일 공휴일 휴무,세종특별자치시 한누리대로 265 명동프라자 4층 406 407호 (우)30127,10:00,20:00,14:00,15:00,10:00,20:00,14:00,15:00,10:00,18:30,14:00,15:00,10:00,20:00,14:00,15:00,10:00,18:30,14:00,15:00,10:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
맑은내과외과의원,의원,내과,044-863-6777,044-863-6777 대표번호,36.5029373,127.249969,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 병리과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 달빛로 45 리버사이드빌딩 4층 (우)30064,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
맘애든치과의원,치과의원,치과,044-862-2874,044-862-2874 대표번호,36.5043139,127.2492167,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과, 치과, 구강악안면외과",진료시간  월 ~ 금 09:00 ~ 18:00  토 08:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 도움3로 105-8 신목빌딩 5층 501502호 (우)30064,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,8:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
메디캐치의원,의원,내과,044-417-6271,044-417-6271 대표번호,36.5184993,127.235275,"내과, 신경과, 산부인과, 소아청소년과, 영상의학과, 가정의학과",진료시간  월 ~ 금 08:00 ~ 17:00  토 08:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 설당일 추석당일 1월1일 삼일절 어린이날 석가탄신일 현충일 광복절 성탄절 개천절,세종특별자치시 마음로 272-17 세종NS타워3차 3층 301~310호 (우)30062,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
메디캐치정형외과의원,의원,정형외과,044-417-6273,044-417-6273 대표번호,36.5184993,127.235275,정형외과,진료시간  월화목금 09:00 ~ 20:00  수 09:00 ~ 18:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 마음로 272-17 세종NS타워3차 4층 401~410호 (우)30062,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
메디컬뱅크치과의원,치과의원,치과,044-862-2873,044-862-2873 대표번호,36.4954676,127.2569976,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월화목금 10:00 ~ 19:00  수 10:00 ~ 20:00  토 10:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 350 뱅크빌딩 5층 (우)30121,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
모드니치과의원,치과의원,치과,044-864-2876,044-864-2876 대표번호,36.4711364,127.2510127,치과,진료시간  월화목금 10:00 ~ 20:00  주말 10:00 ~ 17:00,공휴일 10:00 ~ 17:00,세종특별자치시 금송로 687 (우)30065,10:00,20:00,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,10:00,17:00,정보 없음,정보 없음,10:00,17:00,정보 없음,정보 없음
목은한의원,한의원,한의원,044-868-4775,044-868-4775 대표번호,36.4801079,127.2617862,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월수 09:30 ~ 20:30  화금 09:30 ~ 19:00  토 09:30 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,2024년 9월 19일 목 09:30 ~ 19:00 목 휴게시간 13:00 ~ 14:00,세종특별자치시 한누리대로 169 행복타워 3층 302호 (우)30130,9:30,20:30,13:00,14:00,9:30,19:00,13:00,14:00,9:30,20:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,19:00,13:00,14:00,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
무지개소아청소년과의원,의원,소아청소년과,044-862-0507,044-862-0507 대표번호,36.4845533,127.3011103,"내과, 소아청소년과, 이비인후과, 피부과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 소담1로 16 지엘플렉스2 406호 (우)30150,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
미애로여성의원,의원,산부인과,044-863-7475,044-863-7475 대표번호,36.4866841,127.2570939,"산부인과, 피부과",진료시간  화수금 10:00 ~ 19:00  월목 10:00 ~ 20:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 253 에스빌딩 6층 603~604호 (우)30127,10:00,20:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
