음식점명,운영시간,휴무일,주소,연락처,최종분류,분류,별점,리뷰수,시설,메뉴,월요일 영업 시작시간,월요일 영업 종료시간,월요일 라스트오더 시간,월요일 휴게 시작시간,월요일 휴게 종료시간,화요일 영업 시작시간,화요일 영업 종료시간,화요일 라스트오더 시간,화요일 휴게 시작시간,화요일 휴게 종료시간,수요일 영업 시작시간,수요일 영업 종료시간,수요일 라스트오더 시간,수요일 휴게 시작시간,수요일 휴게 종료시간,목요일 영업 시작시간,목요일 영업 종료시간,목요일 라스트오더 시간,목요일 휴게 시작시간,목요일 휴게 종료시간,금요일 영업 시작시간,금요일 영업 종료시간,금요일 라스트오더 시간,금요일 휴게 시작시간,금요일 휴게 종료시간,토요일 영업 시작시간,토요일 영업 종료시간,토요일 라스트오더 시간,토요일 휴게 시작시간,토요일 휴게 종료시간,일요일 영업 시작시간,일요일 영업 종료시간,일요일 라스트오더 시간,일요일 휴게 시작시간,일요일 휴게 종료시간,태그_예약_배달_포장,위도,경도,이미지파일명,상세페이지주소
소쿠리밥상 세종청사점,영업시간 월~토 11:00 ~ 21:00 월~토 휴게시간 15:00 ~ 17:00,휴무일 일요일,세종특별자치시 한누리대로 411 KT&G세종타워A 3층 305호 (우)30116,044-960-5292 대표번호,한식,해물생선,3.5,35,주차,"코다리 시래기 조림정식: 16000
코다리 갈비 조림정식: 20000
코다리 오징어 조림정식: 18000
고등어 화덕 생선구이: 13000
이면수 화덕 생선구이: 14000",11:00,21:00,정보 없음,15:00,17:00,11:00,21:00,정보 없음,15:00,17:00,11:00,21:00,정보 없음,15:00,17:00,11:00,21:00,정보 없음,15:00,17:00,11:00,21:00,정보 없음,15:00,17:00,11:00,21:00,정보 없음,15:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.50115,127.2588209,33.소쿠리밥상 세종청사점.jfif,https://place.map.kakao.com/1649871070
어진명가,영업시간 월~토 11:00 ~ 22:00,휴무일 일요일,세종특별자치시 가름로 232 세종비지니스센터 B동 2층 214~216호 (우)30121,044-868-3161 대표번호,한식,한식,4.5,6,시설 정보 없음,"묵은지감자탕(소): 32000
궁중뼈찜: 34000
뼈해장국: 9000
추어탕: 9000
등심왕돈까스: 9000",11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4956263,127.2649084,34.어진명가.jfif,https://place.map.kakao.com/529004434
어진스시,영업시간 월~금일 11:00 ~ 22:00,공휴일 11:00 ~ 22:00,세종특별자치시 다솜1로 21 한뜰마을 4단지 상가 1층 130호 (우)30115,044-868-1254 대표번호,일식,초밥롤,4.6,8,WIFI 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"지미초밥(모듬): 18000
참치회 스페셜 한판(2인): 95000
특선초밥(11am-2pm): 15000
광어초밥: 20000
연어초밥: 20000",11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,예약가능 배달가능 포장가능,36.4999987,127.2556425,35.어진스시.jfif,https://place.map.kakao.com/1534671523
희소식,영업시간 월~금 09:00 ~ 20:00 토 10:00 ~ 20:00,공휴일 10:00 ~ 20:00,세종특별자치시 한누리대로 245 SR파크원 1층 104호 (우)30127,0507-1435-4553 대표번호,카페,카페,5,7,주차,"아메리카노: 3500
희소식라떼: 5200
카페라떼: 4000
카푸치노: 4000
바닐라빈라떼: 4500",9:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,#디저트카페,36.486187,127.2574052,36.희소식.jfif,https://place.map.kakao.com/1622641763
빽다방 세종한뜰마을4단지점,영업시간 매일 08:00 ~ 21:00,연중무휴,세종특별자치시 다솜1로 9 한신더휴리저브2 1층 111112호 (우)30115,070-4006-4320 대표번호,카페,빽다방,3,2,시설 정보 없음,"앗메리카노 (ICED): 2000
바닐라라떼 (ICED): 4200
뺵사이즈 원조커피 (ICED): 4000
뺵사이즈 달콤아이스티 (ICED):4300
카페라떼 (ICED): 3500 ",8:00,21:00,정보 없음,정보 없음,정보 없음,8:00,21:00,정보 없음,정보 없음,정보 없음,8:00,21:00,정보 없음,정보 없음,정보 없음,8:00,21:00,정보 없음,정보 없음,정보 없음,8:00,21:00,정보 없음,정보 없음,정보 없음,8:00,21:00,정보 없음,정보 없음,정보 없음,8:00,21:00,정보 없음,정보 없음,정보 없음,"#미숫가루 #빽스라떼 #사라다빵 #앗메리카노 #원조커피 #카카오페이 #제로페이
AK플라자 맞은편한산더휴리저브2 상가에 위치하고 있습니다 닫기",36.4999987,127.2556425,37.빽다방 세종한뜰마을4단지점.jfif,https://place.map.kakao.com/1962078988
장수계란말이김밥 세종점,영업시간 월~금 08:00 ~ 20:00 토 09:00 ~ 20:00,휴무일 일요일,세종특별자치시 갈매로 364 세종푸르지오 1층 120호 (우)30121,044-866-8848 대표번호,분식,분식,3.3,21,시설 정보 없음,"계란말이김밥: 6000
쫄면: 7000
오뎅: 5500
우동: 6000
물만두: 5500",8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4960056,127.2639258,38.장수계란말이김밥 세종점.jfif,https://place.map.kakao.com/519783489
월미당 세종어진점,영업시간 월~금 11:00 ~ 20:30,공휴일 11:00 ~ 20:30,세종특별자치시 도움8로 11-11 102호 (우)30103,044-272-8814 대표번호,아시안(기타외국식),베트남음식,4.6,24,WIFI 동물출입금지 주차 놀이방시설 없음 흡연실시설 없음,"차돌쌀국수: 11000
양지쌀국수: 11000
차돌양지쌀국수: 12000
차돌힘줄쌀국수: 12500
양지힘줄쌀국수: 12500",11:00,20:30,정보 없음,정보 없음,정보 없음,11:00,20:30,정보 없음,정보 없음,정보 없음,11:00,20:30,정보 없음,정보 없음,정보 없음,11:00,20:30,정보 없음,정보 없음,정보 없음,11:00,20:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,예약가능 배달가능 포장가능,36.5076305,127.2628028,39.월미당 세종어진점.png,https://place.map.kakao.com/1318968124
명동칼국수 세종청사점,영업시간 월~목 10:30 ~ 21:30 금~일 10:30 ~ 15:00,휴무일 정보 없음,세종특별자치시 도움8로 81 세종1번가 A동 2층 (우)30107,044-868-3077 대표번호,한식,명동칼국수,2.6,5,시설 정보 없음,"명동칼국수: 8000
얼큰칼국수: 8000
들깨칼국수: 8000
떡만두국(떡+만두2개): 7500",10:30,21:30,정보 없음,정보 없음,정보 없음,10:30,21:30,정보 없음,정보 없음,정보 없음,10:30,21:30,정보 없음,정보 없음,정보 없음,10:30,21:30,정보 없음,정보 없음,정보 없음,10:30,15:00,정보 없음,정보 없음,정보 없음,10:30,15:00,정보 없음,정보 없음,정보 없음,10:30,15:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5046297,127.2705662,40.명동칼국수 세종청사점.jfif,https://place.map.kakao.com/26093794
121번가,영업시간 매일 11:00 ~ 21:00,공휴일 11:00 ~ 21:00,세종특별자치시 절재로 194 중앙타운 A동 202호 (우)30103,044-866-3885 대표번호,양식,양식,0,86,WIFI없음 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"고추 돈까스: 18900
크림 함박 스테이크: 21900
수제 돈까스: 16900
치즈 돈까스: 18900
마늘 돈까스: 18900",11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,"#경양식 #돈까스 #세종수목원 #세종호수공원 #파스타 #가족행사 #경양식요리 #데이트코스 #돌잔치 #분위기좋은 #세계맥주 #소개팅 #앤틱한 #이국적인 #이동약자접근 #친목모임 #프로방스풍 #카카오페이 #제로페이
예약가능 배달불가 포장가능",36.5082074,127.2624282,41.121번가.jfif,https://place.map.kakao.com/1914867874
파스쿠찌 세종베스트웨스턴호텔점,영업시간 월~금 07:30 ~ 22:00 주말 09:00 ~ 22:00 (공휴일),휴무일 정보 없음,세종특별자치시 도움1로 7 1층 111~116호 (우)30116,044-866-8497 대표번호,카페,파스쿠찌,5,13,시설 정보 없음,"그린티 라떼: 5000
아메리카노: 4500
에스프레소: 3800
카페라떼: 5000
카푸치노: 5000",7:30,22:00,정보 없음,정보 없음,정보 없음,7:30,22:00,정보 없음,정보 없음,정보 없음,7:30,22:00,정보 없음,정보 없음,정보 없음,7:30,22:00,정보 없음,정보 없음,정보 없음,7:30,22:00,정보 없음,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,정보 없음,#대형카페 #친목모임 #카카오페이,36.5002545,127.2584363,42.파스쿠찌 세종베스트웨스턴호텔점.jfif,https://place.map.kakao.com/34296939
영칼로리 포케&샐러드 세종청사점,영업시간 매일 08:00 ~ 21:00 매일 라스트오더 ~ 20:30 매일 휴게시간 15:00 ~ 16:30,휴무일 정보 없음,세종특별자치시 다솜1로 21 한뜰마을4단지 상가동 2층 246247호 (우)30115,연락처 정보 없음,간식,샐러드,4.5,72,시설 정보 없음,"부채살 포케: 13900
연어 포케: 13900
우삼겹 포케: 12900
수비드 목살 포케: 11900
수비드 닭다리살 포케: 11900",8:00,21:00,20:30,15:00,16:30,8:00,21:00,20:30,15:00,16:30,8:00,21:00,20:30,15:00,16:30,8:00,21:00,20:30,15:00,16:30,8:00,21:00,20:30,15:00,16:30,8:00,21:00,20:30,15:00,16:30,8:00,21:00,20:30,15:00,16:30,정보 없음,36.4999987,127.2556425,43.영칼로리 포케&샐러드 세종청사점.jfif,https://place.map.kakao.com/1910189570
제주도야지판 세종점,영업시간 월~토 10:00 ~ 22:00 월~토 라스트오더 ~ 21:00,휴무일 일요일,세종특별자치시 절재로 194 세종중앙타운 215호 (우)30103,044-865-3592 대표번호,한식,육류고기,4,9,시설 정보 없음,"제주 도야지 특한판: 79000
명품 흑도야지 오겹살: 19000
제주 오겹살: 16000
가브리살: 17000",10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.5082074,127.2624282,44.제주도야지판 세종점.jfif,https://place.map.kakao.com/27418100
아트웍스,영업시간 월~금 10:00 ~ 18:00 토 11:00 ~ 18:00,휴무일 일요일,세종특별자치시 가름로 180 세종파이낸스센터3 1층 149호 (우)30121,010-7213-1813 대표번호,카페,카페,4.8,81,주차 놀이방시설 없음 흡연실시설 없음,"단호박파이 홀사이즈: 40000
단호박파이: 7000
키쉬로렌: 8000
요거트 그래놀라: 8000
화이트크림 슈페너(ice): 6000",10:00,18:00,정보 없음,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,정보 없음,10:00,18:00,정보 없음,정보 없음,정보 없음,11:00,18:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,포장가능,36.4973958,127.2598424,45.아트웍스.jfif,https://place.map.kakao.com/1983929318
빅스타피자 세종점,영업시간 월~금 11:00 ~ 22:00 토 11:00 ~ 23:00 일 11:00 ~ 20:00 월목금 휴게시간 13:00 ~ 17:00 화수 휴게시간 14:00 ~ 17:00,휴무일 정보 없음,세종특별자치시 도움1로 7 세종NS호텔 1층 128138호 (우)30116,연락처 정보 없음,패스트푸드,빅스타피자,5,5,시설 정보 없음,"슈퍼카니발: 19700
파이어버스트: 19700
멕시칸토네이도: 19700
핫크런치 치킨: 8700
마라로제 파스타: 6700",11:00,22:00,정보 없음,13:00,17:00,11:00,22:00,정보 없음,14:00,17:00,11:00,22:00,정보 없음,14:00,17:00,11:00,22:00,정보 없음,13:00,17:00,11:00,22:00,정보 없음,13:00,17:00,11:00,23:00,정보 없음,정보 없음,정보 없음,11:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5002545,127.2584363,46.빅스타피자 세종점.jfif,https://place.map.kakao.com/925501572
카페 이수페 어진리저브점,영업시간 월~토 08:00 ~ 19:00,휴무일 일요일,세종특별자치시 다솜1로 21 한뜰마을4단지아파트 근린생활시설 301동 1층 166호 (우)30115,044-863-3627 대표번호,카페,카페,4.5,16,시설 정보 없음,"아메리카노: 3500
카페라떼: 4500
아인슈페너: 5500
돌체라떼: 5000
바닐라라떼: 4800",8:00,19:00,정보 없음,정보 없음,정보 없음,8:00,19:00,정보 없음,정보 없음,정보 없음,8:00,19:00,정보 없음,정보 없음,정보 없음,8:00,19:00,정보 없음,정보 없음,정보 없음,8:00,19:00,정보 없음,정보 없음,정보 없음,8:00,19:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,#패스오더 #혼밥 #카카오페이 #제로페이,36.4999987,127.2556425,47.카페 이수페 어진리저브점.jfif,https://place.map.kakao.com/219451288
뉴빔스,영업시간 월~토 11:00 ~ 20:00,휴무일 일요일,세종특별자치시 한누리대로 411 2층 203호 (우)30116,연락처 정보 없음,한식,한식,4.3,101,시설 정보 없음,"뉴빔스 제철나물비빔밥: 10000
뉴빔스 제육비빔밥: 12500
뉴빔스 소불고기비빔밥: 13000
뉴빔스 육회비빔밥: 13500
뉴빔스 닭갈비비빔밥: 12500",11:00,20:00,정보 없음,정보 없음,정보 없음,11:00,20:00,정보 없음,정보 없음,정보 없음,11:00,20:00,정보 없음,정보 없음,정보 없음,11:00,20:00,정보 없음,정보 없음,정보 없음,11:00,20:00,정보 없음,정보 없음,정보 없음,11:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.5011289,127.258862,48.뉴빔스.jfif,https://place.map.kakao.com/462258359
카페48블럭,영업시간 월~금일 07:30 ~ 19:30,휴무일 토요일,세종특별자치시 가름로 180 세종파이낸스센터3 (우)30121,연락처 정보 없음,카페,카페,5,106,주차,"에이드: 4500
쉐이크: 5500
에스프레소: 3400
아메리카노 (HOT): 3400
바닐라라떼 (HOT): 4500",7:30,19:30,정보 없음,정보 없음,정보 없음,7:30,19:30,정보 없음,정보 없음,정보 없음,7:30,19:30,정보 없음,정보 없음,정보 없음,7:30,19:30,정보 없음,정보 없음,정보 없음,7:30,19:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,7:30,19:30,정보 없음,정보 없음,정보 없음,정보 없음,36.4973958,127.2598424,49.카페48블럭.jfif,https://place.map.kakao.com/826572559
쌀다홍,영업시간 월~금 10:00 ~ 16:00,휴무일 공휴일,세종특별자치시 다솜로 7 한뜰마을5단지 파크블랑 상가 b동 2층 213호 (우)30122,010-4705-0953 대표번호,제과점/카페,제과베이커리,5,67,WIFI 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"우유식빵: 4800
쌀소금빵: 3500
베이글: 2500
루꼴라 잠봉뵈르 베이글: 8000
에그타르트: 3800",10:00,16:00,정보 없음,정보 없음,정보 없음,10:00,16:00,정보 없음,정보 없음,정보 없음,10:00,16:00,정보 없음,정보 없음,정보 없음,10:00,16:00,정보 없음,정보 없음,정보 없음,10:00,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#디저트카페 #이동약자접근
예약가능 배달가능 포장가능",36.4976118,127.2565474,50.쌀다홍.jfif,https://place.map.kakao.com/458074036
청키펑키,영업시간 월~금 09:00 ~ 19:00 토 09:00 ~ 16:00,휴무일 일요일,세종특별자치시 절재로 194 세종중앙타운 A동 129호 (우)30103,070-4159-8751 대표번호,제과점/카페,디저트카페,0,7,WIFI 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"리얼초콜릿라떼: 6800
수제 바닐라빈라떼: 6800
스카치 비엔나 크림라떼: 6800
에스프레소: 3800
아메리카노: 3800",9:00,19:00,정보 없음,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,정보 없음,9:00,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#수제초콜릿
예약가능 배달불가 포장가능",36.5082074,127.2624282,51.청키펑키.jfif,https://place.map.kakao.com/1308212399
신포우리만두 세종정부청사점,영업시간 월~금 10:30 ~ 19:40 월~금 휴게시간 15:00 ~ 17:00,휴무일 토일요일,세종특별자치시 도움8로 81 세종프라자 1층 (우)30107,044-866-1135 대표번호,한식,신포우리만두,2.8,3,WIFI 주차,"고기만두: 5500
김치만두: 5500
비빔만두: 9000
제육덮밥: 9500
낙지덥밥: 10000",10:30,19:40,정보 없음,15:00,17:00,10:30,19:40,정보 없음,15:00,17:00,10:30,19:40,정보 없음,15:00,17:00,10:30,19:40,정보 없음,15:00,17:00,10:30,19:40,정보 없음,15:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#혼밥 #제로페이
배달가능 포장가능",36.5046297,127.2705662,52.신포우리만두 세종정부청사점.jfif,https://place.map.kakao.com/21624982
